기업명,기업링크,공고제목,공고링크,태그,공고내용,공고내용이미지url
에스에프인촌(주),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=c0pYY1pDMUR1QXVoWjNBMHhvdGpVUT09,[전기/전자/반도체]분야 업무경력자- (신입/경력) 헤드헌터 초빙,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203117,"['직업상담사', '헤드헌터', 'HR컨설팅', 'HRD', 'HRM']","[전기/전자/반도체]분야 업무경력자
- (신입/경력) 헤드헌터 초빙

1. 채용 분야: 전기/전자/반도체 분야 헤드헌터 - www.sfinchon.co.kr

2. 자격 요건:
1) 학사이상의 학위 보유자
          - 석사 이상의 학위 보유자 우대
     2) 해당분야 업무 유경험자
 - 관련분야 중견규모 이상의 기업에서 10년 이상 근무 경력자 우대
 - 헤드헌팅 업무 경험이 없는 분 환영
      : 충분한 교육과 실무 OJT를 통한 노하우 전수로 업무수행이 가능함
            - 커뮤니케이션 능력 우수자 우대
 - 성실하고 책임감이 강한 자
 - 명예퇴직자 우대
     3) 외국어 능력 우수자 우대
     4) 해외 여행에 결격 사유가 없는 자

3. 처우: 국내 최고 수준

4. 근무지: 서울시 강남구 도곡로 123, 6층 (역삼동, 대경빌딩) _ 뱅뱅사거리 인근

5. 지원 서류: 이력서, 경력기술서 및 자기소개서

6. 전형 절차: 서류 전형 - 면접 전형

7. 접수 기한: ASAP - 수시 채용

8. 지원 문의: 이 재환(E-mail: jhwanyi@sfinchon.co.kr, MP: 010-3716-5937) 
                  - Home page: www.sfinchon.co.kr

 서치펌 [에스에프인촌]은 최고의 기업에 최적의 인재를 연결하여 주는
경력인재 전문 헤드헌팅 기업입니다.

각 산업분야 20년 이상 경력의 전문 헤드헌터가
전문 Skill과 On-Off line의 다양한 네트워크와 DB를 활용하여
우수한 인재추천 서비스를 제공하고 있으며,

의뢰 고객사의 발전과 추천 후보자의 행복에 보람을 두고 활동하고 있습니다.",
(주)풀무원푸드앤컬처,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=VERCVXhvdmF1aTJyMWVoRmJwcXF3QT09,"비건레스토랑 플랜튜드 고덕점 주방/홀 신입,경력사원 모",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203116,"['조리사', '주방보조', '고객안내', '고객응대', '백화점']","풀무원 비건레스토랑 ""플랜튜드"" 고덕점 홀,주방 신입및 경력사원 모집(25년 4월 17일 오픈 예정)


◇ 근무조건
       - 개요 : 25년4월17일 오픈 예정인 강동 아이파크 더리버에 입점할 플랜튜드 고덕점에서 함께 일할 인재분들 모집합니다.

    - 근무기간 : 2개월 (수습기간) / 주방  및 홀  업무능력이 우수하신분은 조기 정사원 전환 가능
    - 근무요일 : 주5일 스케쥴 근무
    - 근무시간 : (주방, 홀 공통 ) 11:00 ~ 21:00 / 휴게시간 60분
                   / 홀 PT 시간 협의 가능 12:00~21:00(1시간 휴무), 11:00~15:30(휴무30분), 12:00~16:30(휴무  30분) 등 유연 근무 가능 
    - 복리후생 : 정사원 전환시 풀무원자사제품할인, 복리포인트 연 70만원 상당, 성과에 따른 인센티브, 명절 풀무원제품제공
                   산재보험, 고용보험, 건강보험, 퇴직금지급 등 다양한 혜택이있습니다.  
    - 급     여 : 25년 신입급여 미확정 면접시 확인가능 ~ / 면접시 협의
                     

◇ 지원조건
    - 성별 : 성별무관
    - 연령 : 연령무관
    - 학력 : 학력무관
    - 직급 : 신입사원(트레이니)과 경력(트레이너,캡틴) 채용에 집중하고있으며, 경력에 따른 급여설정. 
    - 우대조건 : 22년 5월 오픈한 비건레스토랑 플랜튜드와 함께 성장해나가실분들 많은 지원바랍니다.
     22년 5월 1호점, 23년 수도권위주로 지속적인 사업장 오픈예정입니다.성실하고 긍정적인 마인드로 홀업무와 비건에 관심있으신분들 많은 지원바랍니다.  

◇ 접수방법
    - 접수방법 : 온라인지원,전화연락,문자남김

◇ 담당자정보
    - 담당자명 : 조중환 점장 / 010-8864-6865
      부재시 부담당자명 : 김수진 매니저 / 010-4435-5257
    - 전화or문자 지원시 '사람인 채용공고 보고 연락드렸습니다~' 라고 멘트해주시면됩니다.

◇ 서류반환 안내
   - 당사 채용에 응시한 구직자 중 최종합격이 되지 못한 구직자는 『채용절차의 공정화에 관한 법률』에 따라
   제출한 채용서류의 반환을 청구할 수 있음을 알려 드립니다.
   (단, 홈페이지나 전자우편 서류나 구직자가 구인자의 요구없이 자발적으로 제출하신 서류는 대상에서 제외됨)

   - 위 본문에 따라 채용서류 반환 청구를 하는 구직자는 채용서류 반환청구서[채용절차의 공정화에 관한 법률
   시행규칙 별지 제3호 서식]를 작성하여 당사 이메일[coparka@pulmuone.com]로 제출하면, 제출이 확인된
   날로부터 14일 이내에 지정한 주소지로 등기우편으로 발송해 드립니다.
   이 경우 등기우편 요금은 수신자 부담으로 하게 되오니 유념하시기 바랍니다.

- 채용서류 반환가능 기간은 전형결과 발표후 90일 이내 이며, 기간이 초과된 채용서류는  『개인정보 보호법』에 따라 모두 파기합니다",
(주)육바연에프앤비,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=d3ZUTWRQMUtDOEd4TjlUNDJQS09sQT09,프랜차이즈 경영지원팀 구인(회계재무/인사총무),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203112,"['경리', '전산회계', '더존', '4대보험', '기업회계']","(주)육바연에프앤비

㈜육바연에프앤비는 2021년에 설립된 회사로
150여개의 가맹점 수를 보유한 '육회바른연어'의 F&B 회사 입니다.
사원수 30명 규모의 중소기업으로 올바름을 경영이념으로
바른 먹거리 문화를 추구하고 있습니다.
사세확장으로 인한 인원 모집을 하고 있으며, (주)육바연에프앤비와 함께
성장해 나갈 많은 인재분들의 적극적인 지원 부탁드립니다.


[경영지원팀-재무회계]

◇ 회계및 재무 경영지원
◇ 전표입력확인및 검토(더존위하고)-자체기장
◇ 법인회계관리,결산, 세무업무(부가세,원천세신고등)
◇ 인사,총무, 4대보험 관련 업무 가능자
◇ 회사 전반적인 경영지원관련 업무 가능자
◇ 본사 직영점 회계및 관리
◇ 자금관리및 계획

[자격요건]
◇ 학력 : 학력무관
◇ 경력 : 경력3년이상

[우대사항]
◇ 프랜차이즈 ,F&B 사업 유경력자
◇ 기장업무 유경헙자
◇ 유관업무 경력자(3년 이상))
◇ 외부감사 경험자
◇ 관련 학과 전공자(회계,세무,상경계열)
◇ 몸과 마음이 건강하신 분
함께하기 위한 방법
접수기간 : 2025년 03월 10일 (월)18시 00분 ~ 2025년 04월 09일 (수) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",
(주)오이씨월드와이드코리아,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=SGFvSnNSQlR5T1pCRnRubFcva1B3QT09,OEC GROUP KOREA 외국계 포워딩 수출입 업무직원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203110,"['항공운송', '해상운송', '무역사무원', '물류관리', '국제물류']","OEC GROUP KOREA   
외국계 포워딩 수출입 업무직원 모집
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
업무부 업무부 0명
지원자격
ㆍ경력 : 무관 (신입도 지원 가능)(팀원급)

우대사항
ㆍ유통/무역학
ㆍTOEIC 800급(점) 이상, 무역영어 2급(점) 이상
ㆍ영어가능자, 해당직무 인턴경력, 해당직무 알바경험, 해당직무 근무경험

담당업무
    - 컨테이너 해상/항공 Operation 및 CS
    - 전 세계 해외 지사와의 정산/관리
근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월
ㆍ 근무일시 : 주 5일(월~금) 09:30~18:30 (점심시간 11:45-13:15)
ㆍ 근무지역 : (110-999) 서울 종로구 신문로1가 163번지 광화문오피시아 904호 - 서울 5호선 광화문 에서 300m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 1월 6일 (월) 16시 ~ 상시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/distribute2.png']
(주)베로스컨설팅그룹,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dTNpMjU1RXYrZjg0WWtBTmVmbTR1UT09,화장품 글로벌 BM (대리급) [중견 화장품 기업],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203109,"['마케팅기획', '글로벌마케팅', '디지털마케팅', '브랜드마케팅', '마케팅']","화장품 글로벌 BM (대리급)
[중견 화장품 기업]
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
화장품 글로벌 BM 0명
지원자격
경력 5년 ~  (대리급) 
해외 법인대상 영어 커뮤니케이션 가능자 
국내 및 해외 화장품 트렌드 / BM 직무에 관심이 많은 자
글로벌 기업 BM, PM, 마케팅 경험 우대 
해외 체류 경험 우대  



근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무지역 : (06194) 서울 강남구 테헤란로78길 14-11, 7층 - 서울 2호선 선릉 에서 800m 이내
전형절차
서류전형
1차,2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 18시 ~ 2025년 4월 9일 (수) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
(주)육바연에프앤비,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=d3ZUTWRQMUtDOEd4TjlUNDJQS09sQT09,[육회바른연어] 프랜차이즈 본사 슈퍼바이저 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203107,"['가맹점관리', '가맹점영업', '매장매니저', '홀매니저', '홀서빙']","(주)육바연에프앤비

㈜육바연에프앤비는 2021년에 설립된 회사로
100 여개의 가맹점 수를 보유한 '육회바른연어'의 F&B 회사 입니다.
사원수 20명 규모의 중소기업으로 올바름을 경영이념으로
바른 먹거리 문화를 추구하고 있습니다.
사세확장으로 인한 인원 모집을 하고 있으며, (주)육바연에프앤비와 함께
성장해 나갈 많은 인재분들의 적극적인 지원 부탁드립니다.


[슈퍼바이저]

◇ 가맹점의 정기적인 방문점검/교육/상담
◇ 가맹점의 매출 및 이익분석관리
◇ 프로모션 제안 및 관리
◇ 가맹점과 본사간의 커뮤니케이션 역할

[자격요건]
◇ 학력 : 학력무관
◇ 경력 : 경력(1~3년) / 팀장급

[우대사항]

◇ 대형 프랜차이즈 직영점 매니저 경력자(1~3년)
◇ 외식업 & SV경력자
◇ 컴퓨터 활용 능력이 뛰어나신 분
◇ 원활한 커뮤니케이션이 가능하신 분
◇ 몸과 마음이 건강하신 분
함께하기 위한 방법
접수기간 : 2025년 03월 10일 (월)18시 00분 ~ 2025년 04월 09일 (수) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",
(주)베로스컨설팅그룹,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dTNpMjU1RXYrZjg0WWtBTmVmbTR1UT09,APAC 마케팅 / 아시아 지역 마케팅 [중견 화장품],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203103,"['마케팅기획', '마케팅전략', '글로벌마케팅', '디지털마케팅', '마케팅']","APAC 마케팅 / 아시아 지역 마케팅 [중견 화장품]
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
아시아 마케팅 0명
지원자격
경력 : 경력 5년 이상~ 12년 미만 (대리~과장급) 
영어 능숙 
아시아 시장 대상 마케팅/글로벌 캠페인 운영 경험 
해외법인 근무 경험 우대 
화장품/ MLM / 소비재 마케팅 경험 우대 
근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무지역 : (06194) 서울 강남구 테헤란로78길 14-11, 7층 - 서울 2호선 선릉 에서 800m 이내
전형절차
서류전형
1차,2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 18시 ~ 2025년 4월 9일 (수) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
(주)육바연에프앤비,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=d3ZUTWRQMUtDOEd4TjlUNDJQS09sQT09,[육회바른연어] 프랜차이즈 본사 영업 및 점포개발 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203100,"['영업관리', '영업직', '가맹점영업', '기업영업', '점포개발']","(주)육바연에프앤비

㈜육바연에프앤비는 2021년에 설립된 회사로
100 여개의 가맹점 수를 보유한 '육회바른연어'의 F&B 회사 입니다.
사원수 20명 규모의 중소기업으로 올바름을 경영이념으로
바른 먹거리 문화를 추구하고 있습니다.
사세확장으로 인한 인원 모집을 하고 있으며, (주)육바연에프앤비와 함께
성장해 나갈 많은 인재분들의 적극적인 지원 부탁드립니다.

[모집분야]

[개발팀]

◇ 점포 상권분석 및 입지 선정
◇ 가맹점 개설 및 업종전환 상담
◇ 가맹점 신규계약 및 업종전환 양도/양수 계약 실무
◇ 가맹점 지표관리 (매출&손익)

[자격요건]
◇ 학력 : 초대졸 이상
◇ 경력 : 3년이상 (대리~과장급)
◇ 운전면허 소지자

[우대사항]
◇ 프랜차이즈 가맹영업 경력자
◇ 개척영업 가능자, 영업DB관리와 분석
◇ 창업 희망자와 원활한 커뮤니케이션이 가능하신 분
◇ MS Office 문서작성 및 활용이 가능하신 분
◇ 몸과 마음이 건강하신 분
함께하기 위한 방법
접수기간 : 2025년 03월 10일 (월)18시 00분 ~ 2025년 04월 09일 (수) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",
티엠파크,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=ZTIzVytubFhUMWtTRm9teVpYYklCZz09,현대카드론 장기카드대출 상담 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203096,"['사무직', '사무보조', '사이트관리', '자료입력', '자료조사']","현대카드론 장기카드대출 상담 모집

★업무내용 
 -현대카드 회원 장기카드대출(카드론) 신청 권유(신규&고반응DB)
  - 카드론경력자우대 (당/타사 카드론경력 6개월이상) 


★근무시간 
-(주5일/월 ~ 금) 09:30 ~18:30


★급여             
-기본급 2,096,270원 + 프로모션 + 인센티브(400만원 이상 최상위자 상한선 없음)


 ★복리후생
-4대보험, 퇴직금,각종 경조사비 지급, 명절선물 지급
-각종 프로모션 및 우수사운(국내 및 해외연수, 단합대회등)
-연차,경조휴가 및 경조금,출산휴가 등 운영
-항공할인, 사이버대학 입학금 / 수업료 감면, 회사콘도이용, 생활안전자금 대출지원

★교육일정 
-1일간
-교육비: 30,000원/일
-교육시간 09:30 ~ 18:30 
-교육은 입사전형 단계이며, 센터별 교육이수 및 평가에 따라 채용 여부 결정

★근무지 
-서울시 영등포구 영중로 15타임스퀘어 오피스동
-1호선 영등포역

★소 속
-효성ITX(주) 정규직

★면접일정 
 -이력서 접수 => 담당자 확인후 면접일정안내 [개별통보]


★접수방법
  -전화문의 : 02-418-9922 / 010-2478-5676
  -이력서 접수 : tmpark13@naver.com
 ",
(주)아이코닉무브먼트,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=OWwycUZYSURtUVVEVHo5STRWTDZDQT09,영업 지원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203094,"['수행비서', '문서작성', '사무행정', '서류관리', '자료입력']","영업 지원
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
영업지원 & 임원 업무 매니저 모집 0명
영업전략 이사님을 지원하며 전략적 업무를 수행할 인재를 찾습니다.
해당 포지션은 단순한 보조 역할이 아닌, 임원의 비즈니스 운영을 서포트하고 영업지원 업무를 함께 수행하는 핵심 역할을 담당합니다.
? 긴박하고 역동적인 환경에서도 유연하게 대응할 수 있는 분,
? 영업지원 업무와 함께 임원진과의 협업을 통해 성장하고 싶은 분을 기다립니다!

** 본 포지션에서 함께 일할 이사님은 뛰어난 이해력과 포용력, 그리고 유머 감각과 리더십을 겸비하신 분입니다.
빠르게 변화하는 비즈니스 환경에서도 팀원들의 의견을 존중하며, 원활한 협업을 이끌어가는 리더십을 갖추고 계십니다.
함께 일하면서 업무적으로 성장할 수 있으며, 긍정적인 분위기 속에서 즐겁게 일할 수 있는 환경을 제공합니다.


주요업무
ㆍ 영업지원 및 출장 업무
ㆍ 임원 일정 및 스케줄 관리
ㆍ 각종 미팅 & 회의 자료 준비
ㆍ 주요 문서 작성 및 관리 (정부관련 문서 포함)
ㆍ 영업팀 업무 관련하여 대표님 보고
ㆍ 대내외 커뮤니케이션 관리 및 조율


지원자격
ㆍ경력 : 경력 2년 이상
ㆍ기타 필수 사항
- 2종 보통 운전면허 소지 및 운전 가능자 (출장 및 대외 업무 수행 필수)
- 해당 직무 근무 경험 또는 관련 학과 전공자
- 원활한 커뮤니케이션 및 사교성이 뛰어나신 분
- 한글문서 / MS Office / Notion  등 업무 툴 활용 능력 우수자
- 긴급 상황 대처 능력 및 문제 해결 능력 보유자
- 철저한 시간 관리 및 꼼꼼한 업무 처리 능력 보유자
- 잦은 출장 가능자
- 업무 공유 및 주간 보고를 성실히 수행할 수 있는 분
- 중장기적으로 근속 가능한 분 (단기 근무 희망자는 적합하지 않음)


우대사항
ㆍ긴박한 환경에서도 신속하고 정확한 의사결정이 가능한 분


혜택 및 복지
? 8시 ~ 10시 시차 출근 제도
? 매월 마지막 주 금요일 하루! ""Refresh Day""
? 연 4회 보너스 지급 (추석, 설날, 여름휴가, 연말)
? 프로젝트별 인센티브 및 보상휴가 지급
? 스낵 제공

근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월, 계약직(정규직 전환가능)-3개월
ㆍ 근무일시 : 주 5일(월~금)
ㆍ 근무지역 : (04376) 서울 용산구 한강대로49길 12(한강로2가) - 서울 4호선 삼각지 에서 300m 이내
전형절차
서류전형
1차면접
(필요시)2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 18시 ~ 2025년 4월 9일 (수) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
ㆍ 필수 제출서류 : 자기소개서, 경력기술서가 상세히 기술된 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
(주)로스피코리아,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=M3VDZ2NyYlFLeU5hcndycnM4dDN2UT09,영업지원업무/업무지원 담당자 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203093,"['영업지원', '문서작성']","영업지원업무/업무지원 담당자 모집 공고
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (2,3년)
영업지원 및 문서작성업무 로스피테스팅사업본부, 영업지원팀 2명
지원자격
ㆍ경력 : 무관 (신입도 지원 가능)
근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무일시 : 면접 후 결정 09:00~18:00
ㆍ 근무지역 : (08394) 서울 구로구 디지털로 242 한화비즈메트로 1차, 710호(구로동) - 서울 7호선 남구로 에서 1km 이내
전형절차
서류전형
1차 면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 18시 ~ 2025년 4월 9일 (수) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자유양식
ㆍ 제출서류 : 이력서, 자기소개서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
(주)광아이앤씨,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=Vkp0SURzYmM3WGxvUXo2WDVOTXpXZz09,[공무보조](주)광아이앤씨 본사 경력직 사원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203089,"['공무', '현장관리자', '건설관리', '건설노무', '건조설비']","[공무보조](주)광아이앤씨 본사 경력직 사원 채용
모집부문 및 상세내용
모집부문 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (2,3년)
공사관리
1명
주요업무
ㆍ 일용직 노임 신고 (퇴직공제 포함)
ㆍ 원도급 계약서류 준비(착공 및 준공서류 준비 각종증명서 발급)
ㆍ 연말실적 신고
ㆍ 협력업체 등록 및 투찰
ㆍ 견적서 작성(보조)
지원자격
ㆍ경력 : 경력 2년 ~ 3년

우대사항
ㆍ건축/토목/조경/도시공학
ㆍ실내건축산업기사, 토목기사
ㆍ해당직무 근무경험, 5년 이상 관련 분야 경력자, CAD/CAM 능숙자, 해외근무 가능자
근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월
ㆍ 근무일시 : 주 5일(월~금) 09:00~17:00
ㆍ 근무지역 : (08654) 서울 금천구 삼성산길 7, 302호 - 서울 1호선 석수 에서 200m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 18시 ~ 2025년 4월 9일 (수) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자유양식
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/construct1.png']
(주)베로스컨설팅그룹,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dTNpMjU1RXYrZjg0WWtBTmVmbTR1UT09,중국어 영업&영업지원 사원급/ 신입  [중견화학],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203087,"['기술영업', '거래처관리', '고객관리']","중국어 영업&영업지원 사원급/ 신입 [중견화학]
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (2,3년)
영업지원 0명
지원자격
신입  또는 경력 3년 이하 사원급 
중국어 HSK6급 우대  
운전 가능자 
경기 분당/수원/판교등 경기 남부 출퇴근 가능자   
근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무지역 : (06194) 서울 강남구 테헤란로78길 14-11, 7층 - 서울 2호선 선릉 에서 800m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 18시 ~ 채용시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
(주)아이코닉무브먼트,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=OWwycUZYSURtUVVEVHo5STRWTDZDQT09,콘텐츠 기획 PM 팀장 (프로젝트 총괄),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203078,"['AD(아트디렉터)', 'AE(광고기획자)', '콘텐츠기획', '시각디자인', '브랜드기획']","콘텐츠 기획 PM 팀장 (프로젝트 총괄)
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (2,3년)
입찰 및 지원사업 PM 팀장 0명
주요업무
ㆍ 실감형 콘텐츠 제작 관련 입찰 프로젝트 기획 및 제작 총괄
ㆍ 정부지원사업 및 입찰 기획안 작성
ㆍ 프로젝트 일정 관리 및 운영
ㆍ 신규 고객 발굴 및 사업 기획(A-Z까지 주도적 기획 및 실행)
ㆍ 사업 확장을 위한 전략 수립 및 파이프라인 관리
ㆍ 실감형 아트스페이스 개관 기획 및 총괄 진행

지원자격
ㆍ경력 : 경력 3년 ~ 10년
ㆍ아이코닉 무브먼트의 조직문화에 공감하고 함께 성장하고 싶으신 분
? 고객 중심 사고로 명확한 가치를 제안할 수 있는 분
? 논리적 사고를 바탕으로 기획 문서를 작성할 수 있는 분
? 시장 분석과 전략 수립 역량을 보유하신 분
**** 진행했던 제안서 관련 포트폴리오 제출 필수

우대사항
? 미디어아트 관련 기획 경험 보유자
? 제안서 및 기획서 작성 업무에 능숙한 분
? 원활한 커뮤니케이션 역량을 보유한 분
? 도전적인 성향과 명확한 목표 의식을 가진 분
? 가설 기반 사고를 통해 비즈니스 목표를 달성하고 성과를 창출할 수 있는 분

복지 및 혜택
? 8시 ~ 10시 시차 출근 제도
? 매월 마지막 주 금요일 하루! ""Refresh Day""
? 연 4회 보너스 지급 (추석, 설날, 여름휴가, 연말)
? 프로젝트별 인센티브 및 보상휴가 지급
? 스낵제공





근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월, 계약직(정규직 전환가능)-3개월
ㆍ 근무일시 : 주 5일(월~금)
ㆍ 근무지역 : (04376) 서울 용산구 한강대로49길 12(한강로2가) - 서울 4호선 삼각지 에서 300m 이내
전형절차
서류전형
1차면접
(필요시)2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 18시 ~ 2025년 4월 9일 (수) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
ㆍ 제출서류 : 제안 진행했던 제안서 포트폴리오
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
,,[잠실] 중견기업 IT 헬프데스크 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50203075,"['기술지원', '유지보수', '네트워크', '솔루션', 'S/W']","[잠실] 중견기업 IT 헬프데스크 담당자 채용
모집부문 및 상세내용
주요 업무
ㆍ사무 환경 및 시설관리 (총무팀 소속으로 사내 시설관리 및 행정 업무도 함께 지원)
ㆍ자산관리시스템 운영
ㆍ구성원 pc 세팅 지원
ㆍpc 및 장비(pda,복합기 외) 유지 보수 관리
ㆍ사내 it 장애 지원
ㆍit 자산 구매 및 각종 비용 정산
IT 헬프데스크 0명
지원자격
ㆍit 관련 문의사항을 쉽고 정확하게 설명해주실 수 있는 분
ㆍms office 자격증 보유 또는 활용능력이 높은 분
ㆍ밝은 성격과 서비스 마인드를 가진 분
ㆍPC 조립. 장애 지원 등 전산 업무 경험이 있는 분

우대사항
ㆍ불편한 점을 찾고 개선하고자 하는 의지가 뛰어난 분
ㆍ유관부서와 원활한 커뮤니케이션으로 유연한 협업이 가능한 분
근무조건
ㆍ 근무형태 : 그린맨파워 소속 파견계약 1년 (근무 평가를 통한 최대 2년 근무 또는 자체직 전환 검토)
ㆍ 근무일시 : 복지포인트 연 100만원 지급 / 종합건강검진 지원(검진 시 , 반차 4시간 사용 가능) / 명절 상품권(설/추석 각각 10만원) 등


전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 18시 ~ 2025년 4월 9일 (수) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자사양식
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
