id,기업명,기업링크,공고제목,공고링크,태그,공고내용,공고내용이미지url
rec-50220447,(주)핀커스코리아,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=L2M2VzA0MlRicVcydGNKd2hlME1GUT09,[유명 구인구직 플랫폼]플랫폼개발실 실장,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50220447,"['앱개발', '유지보수', '정보보안', '아키텍쳐', '크로스플랫폼']","1. 포지션: [유명 구인구직 플랫폼] 플랫폼개발실 실장

2. 업무
· 서비스 개발 및 시스템 총괄 책임자
· 정보보호 및 개인정보보호 관리 책임자
· 모든 서비스 프로젝트에 대한 전체적인 관리 및 지원
· 개발/인프라 아키텍처 Tech Lead 역할 수행
· 비즈니스 성장을 위한 시스템 구조 및 데이터 모델 설계
· 신규 서비스 개발 및 기존 서비스 개선 전략 수립
· 개발 조직 내 업무 프로세스 보완 및 최적화
· 개발부서 예산 관리 및 프로젝트 일정관리

3. 자격
· 플랫폼 분야 상용 서비스 개발 및 운영 경력 15년 이상 (관리직 경력 10년 이상)
· 최신 기술 트렌드에 대한 깊은 이해와 경험을 가지신 분
· 비즈니스와 기술을 연결하는 높은 분석력과 전략적 사고를 보유하신 분
· 개발 조직 업무 프로세스 최적화 및 효율성 향상 경험 노하우 있으신 분
· 개발인원들의 개별적인 성장과 조직의 역량 향상을 위해 노력하는 분
· 개발언어 전환 경험이 있으신 분
· ISMS-P인증 및 정보보안 경험 가지신 분

4. 우대
· 관련 자격증 보유자
· 컴퓨터공학, 소프트웨어공학, 정보기술 등 관련 분야 학위 소지자
· 해당 분야에서 우수한 성과를 이룬 경험이 있는 분

5. 제출 서류 : 이력서,
함께하기 위한 방법
접수기간 : 2025년 03월 12일 (수)09시 00분 ~ 2025년 03월 25일 (화) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 자유양식
함께하기 위한 여정
서류전형
1차면접
최종합격",
rec-50220436,(주)호텔롯데 롯데시티호텔 마포,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=YVV0d1Y0QmplazlZNEJZQlRJSG5oQT09,L7홍대 호텔 Junior Staff 채용 [루프탑 바],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50220436,"['바텐더', '호텔리어', '홀서빙', '호텔']","L7홍대 호텔
Junior Staff
채용 [루프탑 바]
모집부문 및 상세내용
모집 부문 및 지역
ㆍL7홍대 영업담당 (루프탑 바)
상세 직무 및 우대 사항
주요 업무
ㆍ칵테일 제조 및 서빙 업무

우대사항
ㆍ주조사, 조리 자격증 소지자 우대
ㆍ관련 경험자
ㆍ호텔 및 관광 관련 전공자
근무조건
  ㆍ 근무형태 : Junior Staff (기간제 사원) 
▶ 계약기간 : 채용일로부터 3개월 (최초 계약 기간은 3개월이며 협의에 따라 연장 가능)



ㆍ 근무지역 : (03995) 서울 마포구 양화로 141 L7 홍대

전형절차
서류전형
역량면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 12일 (수) 10시 ~ 2025년 3월 31일 (월) 24시
ㆍ 접수방법 : 홈페이지 지원 (https://career.lottehotel.com/)


유의사항
ㆍ[면접 시 제출 서류] 졸업증명서 및 성적증명서 사본, 어학성적표 및 기타 자격증의 사본
ㆍ지원서 내 연락처 및 이메일을 반드시 기재바랍니다.
ㆍ최종 모집공고에 허위 제출 서류 발견 시 합격이 취소될 수 있습니다.
ㆍ업무 상 필요에 따라 당사자 협의 하에 다른 직무가 부여될 수 있습니다.
ㆍ입사지원서 작성 시 사진 미첨부 지원서의 경우 불이익이 발생될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/sale3.png']
rec-50220424,국제커리어센터 서울동부,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=WnRPK1pWek00TjRBRVJRNFVnUkYydz09,국민취업지원제도 직업상담사 추가채용-국제커리어센터 서울남부,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50220424,['직업상담사'],"국민취업지원제도 직업상담사 추가채용
국제커리어센터 서울남부
모집부문 및 상세내용

공통 자격요건
ㆍ학력 : 대졸 이상 (2,3년)
국민취업제도 직업상담사 추가채용 국민취업지원제도 1명
담당업무
ㆍ국민취업지원제도 전담업무 (취업상담 및 알선, 기타 취업지원 업무)
ㆍ국민취업지원제도 참여자 모집

자격요건
ㆍ학력 : 초대졸이상
ㆍ 직업상담사 2급 또는 사회복지사 2급

기타사항 
ㆍ수습기간 3개월 급여감액 없음
ㆍ급여, 경력에 따라 협상 가능 
ㆍ자사양식으로 지원하시는 지점 기입해서 이메일 지원바랍니다.


복리후생 제도
ㆍ 취업시 상담사별 인센티브 최대 10% 지급 (회사 내규에 따름)
ㆍ 생일축하금 지급
ㆍ 매월 1회 조기 퇴근제 시행
ㆍ 교육비 및 교육 공가 지원
ㆍ 우수사원 인센티브 지급







근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월
ㆍ 근무일시 : 09:00~18:00
ㆍ 근무지역 : (07222) 서울 영등포구 당산로49길 12-1, 2층 (당산동)(당산동6가) - 서울 2호선 당산 에서 200m 이내
전형절차
서류전형
1차면접
2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 12일 (수) 09시 ~ 2025년 3월 30일 (일) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자사양식
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.","['data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABkAAAAbCAYAAACJISRoAAACj0lEQVRIie3W30sVQRTA8e/s7r27ElZaSSUSPkgJRgQllBaBaUY/DKGHflME/TlBb1G9BEVBZlEJoRX+iLQSzKgkECvoJ6Z183Z35+7u6WHzmulVw3yJDuzL7AyfOWfnDKtERJjjMOYa+I/8w4gI9L8L6O338dJzhLwfCrnS6nH6Zoq23jR+MP69NVvgy4jQ2O7R+TyNq4Xzt1O4Wti1If53kLQvNHVqmrs1no56evBryKfh8anMCrnX43OhJUX4y52xsSzO/ipn9kgo8OiFz6mG7xnAMKCsOMbxHQ45tpod4gfC04GAkw1Jgp+CoaCk0OJwjcPS/IlnadyISPRkiyCEvjcBZ2+5JJLRRKWgqMBk7xaH0hUmapJ1GWQkJXT1+bz6GEwKjfbCxTserz/4iETAkgUGezbZlJdaGJMJo0jah+bHmjM3U1y6406ARODtYEhDq8uzgTRBGI3n2Iq6Cpsta+LEzOwVsABaujVX2z0Gv4Z8ToSE4nKoxqGoIEp/eCSkscPjUZ+P9qOFpqGor7TZVh7HiWcHMpl8SQqfE9H2PC087PM5d8vl01CI9oVrHZrWHk1Kj32Hukqb3RU285wsNfollIjIUEK4fM/jxgM3UybLhNIVMVYXW1y/75J0x+pXvc7maK1DXu70QAYRgeFvwqW7Lk1dXqbmSkHMVGh/DCgvjXFiZw7LFhmomRlRuZSC/PmKfVUO1etszJ9nToRxwMoiiwNbHZYvnjkAvzVjXq7iYLVDGEJr79h9NNoL+6ocSgqnOEYzQQAWzVccqXUQoO2Jh/ahYKFJ/WaH9ausP8ogKwKQn6s4tt3BUND90mfnBpuqtbGszTZtyBSRSIbS1OmJq6eaNX2of+bn7gcjnXyKz7rrIwAAAABJRU5ErkJggg==']"
rec-50220422,주식회사대신승강기,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=Z1lkVEd2dHBMQVVlSG56NS9uNXFQZz09,승강기 부품 수리공사 업무 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50220422,"['기계수리', '엘리베이터', '전기설비']","승강기 부품 수리공사 업무 모집 공고
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 고졸 이상
승강기 공사 업무 2명
지원자격
ㆍ경력 : 무관 (신입도 지원 가능)
근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월
ㆍ 근무일시 : 주 5일(월~금)
ㆍ 근무지역 : (01783) 서울 노원구 동일로204가길 34 씨앤미복합빌딩 813호 - 서울 7호선 하계 에서 500m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 12일 (수) 09시 ~ 2025년 4월 11일 (금) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
rec-50220421,(주)디에스구조안전,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=V3RWa2ZWY1ZUVUg4TnBWWjZXK0FxUT09,"2025 상시 채용 - 서울 계획팀 근무가능자 (해체설계, 캐드원)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50220421,['캐드원'],"2025 상시 채용 - 서울 계획팀 근무가능자
(해체설계, 캐드원)
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
해체계획서 작성 0명
주요업무
ㆍ 해체계획서 작성
ㆍ 프로젝트 관리 업무
ㆍ 기술 문서 작성
ㆍ 팀 협업 및 소통
지원자격
ㆍ경력 : 무관 (신입도 지원 가능)
우대사항
ㆍ컴퓨터활용능력 우수, CAD/CAM 능숙자, 문서작성 우수자, 해당직무 근무경험
근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월
ㆍ 근무일시 : 주 5일(월~금) 09:00~18:00
ㆍ 근무지역 : (07573) 서울 강서구 양천로 424 가양역 데시앙플렉스 지식산업센터 1234호(등촌동) - 서울 9호선 가양 에서 800m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 12일 (수) 09시 ~ 2025년 4월 11일 (금) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/construct1.png']
rec-50220418,(주)맨파워코리아,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=aDJMWlBEMm0wT2laRVJ2dW50MEwrQT09,[외국계 기업] Test/Validation/ Verification 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50220418,"['연구원', '인증심사원']","[외국계 기업] Test/Validation/Verification 엔지니어 채용


[회사소개]
 미국계 헬스케어 전자기기 전문기업입니다.
모회사는 주방, 욕실, 전력생산 및 리조트 분야의 글로벌 기업으로서 최첨단 기술, 과학, 디자인을 통합하여 기존 경험을 향상시키고 새로운 혁신을 창출하고 있습니다. 
특히 건강과 웰빙을 중심으로 한 신규 사업에 주력하며, 인공지능, 머신러닝, 소프트웨어 및 하드웨어 엔지니어링 등 다양한 분야에서 글로벌 팀을 구성하고 있습니다.
    현재 하기와 같은 포지션 채용 중이니 많은 지원 바랍니다.
   
[Position]
  Test Engineer/Verification & Validation Engineer
  [Qualifications]
• Bachelor’s Degree in Engineering, Science or technical field
• 5+ years of professional digital health care, wellness device verification & validation
• Deep knowledges & experiences in digital health care, wellness device regulations


[Preferred Qualifications]
• Working in test labs, such as UL, Intertek, TUV, etc. strongly preferred
• Master’s Degree in Engineering, Science or technical field
• Experience performing or overseeing testing such as dimensional characterization, physical (mechanical/electrical) performance testing, simulated use testing, etc.
• Previous experience in a role requiring test plan development, equipment selection and specification: Design, Reliability, and Manufacturability (DRM) methodology or equivalent
• Familiarity with statistical tools, and able to perform statistical analysis of data regarding test method or product performance with respect to product and/or quality system requirements.
• Track record of developing engineering solutions for complex problems
• Demonstrated communication skills, both verbal and written.
• Written and basic English proficiency preferred
 
[role]
  • Work directly with the Head of Hardware, hardware engineering team, and product teams
• Support manufacturing test development for new and existing hardware designs.
• Write test plans and manage test coverage based on product requirements.
• Collaborates with team members on establishing verification & validation plans & executes the plans
• Qualifies test equipment and fixtures and validates test scripts and test methods according to quality system requirements
• Design validation plans for mechanical & electronics systems including power and networking
• Develop test requirements and methodology with cross-functional engineering team,
implement manufacturing tests at factory sites, troubleshoot and solve issues during product development
• Develop data acquisition solutions to capture key test and validation data
• Design and modify fixtures and instrumentation for power electronics and hardware testing
• Troubleshoots and solves problems associated with test methods failing to meet validation acceptance criteria
or product testing that produces unexpected results
• Be a technical lead and in setting up and executing system tests
• Determine, document, and perform necessary changes for compliance and quality assurance, in accordance with federal and state regulations
  [지원 방법]
- E-mail 지원 : irene.lee@manpower.co.kr
  [제출서류]
-국문이력서(경력기술서 포함), 영문이력서
-이력서 내 프로필 사진 포함, 직전 연봉 및 희망 연봉 기재
-MS word파일로 작성",
rec-50220415,,,채용ㆍ총무 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50220415,"['총무', '시설관리', '전산총무', '경영지원', '채용담당자']",,"['https://www.saraminimage.co.kr/recruit/os_hk_25/08_pulio_img_250122_01.png', 'https://www.saraminimage.co.kr/recruit/os_hk_25/08_pulio_img_250122_02.png']"
rec-50220412,펑타이그레이터차이나(유),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=WWVWZkhSVy9MOE5XbnFrTHhyaEtzUT09,[PTKOREA] 대기업 플랫폼 운영 AE/PM,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50220412,['AE(광고기획자)'],"[PTKOREA]
대기업 플랫폼 운영 AE/PM
모집부문 및 상세내용
공통 자격요건
- 학력 : 학사 이상(4년제)
- 경력 : 4년 이상 11년 이하
[PTKOREA] 대기업 플랫폼 운영 AE/PM 0명
담당업무
- B2B/B2C 플랫폼 AE/PM
- 고객사 및 유관부서 커뮤니케이션
- 프로젝트 매니징(요구사항 정의, 일정 관리 페이지 QA, 컨텐츠 확산 및 현황 체크, 이슈 보고 등)
- 컨텐츠 및 프로모션 기획

자격요건
- 학사 이상이신 분
- MS Office 활용이 능숙하신 분 (PPT, EXCEL)
- 플랫폼 개선/운영 프로젝트 경험 보유하신 분
- 경력이 4년 이상 11년 이하이신 분

우대사항
- 협업 및 커뮤니케이션 역량 보유하신 분, 기획 문서 작성 가능하신 분 
근무조건
-  근무형태 : 정규직(수습기간)-3개월

- 근무지역 : (06241) 서울 강남구 강남대로 372, 12,13,14,16층 - 신분당선 강남 에서 200m 이내
전형절차
서류전형
1차면접
2차면접
레퍼런스 체크
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 03월 12일 (금) 09시 ~ 2025년 03월 23일 (일) 23시 55분
ㆍ 접수방법 : 홈페이지 지원
ㆍ 제출서류 : 자유양식


유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
ㆍ국가보훈대상자 및 장애인은 관련 법규에 의거 우대함.


※ 본 채용은 수시진행으로, 우수인력 채용시 마감될 수 있습니다. ",
rec-50220413,(주)현대이엔지,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=bm1yNmZWOHNhelhNUUZoZ3Ayc28vQT09,[전기제어] 공조냉동 전기술자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50220413,"['전장설계', '장비설계', '전기설계', '자동제어', '전기제어']","[모집분야] 공조냉동 전기기술자 모집

[주요업무]
- 냉동기의 컨트롤판넬 설계, 제작
- 전기 회로도 설계, 제작
- PLC프로그램
- TEST

[자격요건]
- 관련 분야에서의 경력이 3년 이상인 분을 찾고 있습니다.

[우대사항]
- 전기기술자 자격증을 소지하신 분을 우대합니다.
- 공조냉동 관련 학과를 졸업 및 관련 직무를 수행하셨던 분을 우대합니다.
- CAD 및 관련 소프트웨어 활용 능력이 있으신 분을 우대합니다.
- 장기 근무 가능하신 분을 환영합니다.
함께하기 위한 방법
접수기간 : 2025년 03월 12일 (수)09시 00분 ~ 2025년 04월 11일 (금) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",
rec-50220408,(주)에이스피엠씨,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=U1dsVzNOOVpGQngvNjEwd21xRFpTQT09,[강서구 염창동]e편한세상 서부추진사업소 경리회계 사원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50220408,"['경리', '경리사무원', '전산회계', '계산서발행', '기업회계']","[DL이앤씨 (구) 대림산업]
e-편한세상 도시정비관리1팀  서부추진사업소
경리회계사무직 사원 모집(상여100%)
DL 이앤씨㈜은 1966년 베트남에 처음으로 진출한 이래 세게 각국에서 산업 설비 뿐만아니라 건출,토목 분야에서 다양한 프로젝트를 수행하고 있습니다. 국내에 아파트 및 주상복합브랜드인 대림 e-편한세상으로 일반인에게 널리 알려져 있으며, 대림 오토바이 등 국내외에서 높은 품질 및 가격 경쟁력을 가지고 있습니다. 금번 e편한세상 도시정비관리팀 서부추사업소 사무직군에 해당 경력 보유자 분들의 많은 지원 바랍니다.
모집부분 및 자격요건
모집분야 담당업무 자격요건 모집인원
경리회계직
- 담당업무

* 예산관리 

- 도시정비사업 수주 정산 회계/자금 처리 업무 지원
- 도시정비사업 미착 및 준공 미결 사업지 회계/자금 업무 처리 지원
- 사업소 예산 실적 및 전망 담당 업무 지원
- 기타 사업소 및 현장 지원 업무
  * 일반업무

- 비품신청, MRO관리 등

- 공문서 수발신 및 일반문서 작성

- 기타일반 사무업무(엑셀,한글 등)
- 학력 : 고졸이상(특성화고 우대)
- 경력 : 1년 이상
- 엑셀 활용 능력, 기초회계지식 필요
- 관련 업무 유경력자 우대


[우대사항]
- MS Office 및 MIS 활용 우수자 우대
- (우대) 사업소 근무 경험자
- 회계 업무 유경험자 ○명
전형절차
* 입사문의 : 전화 010-3743-3236 / 이메일 : messenger57@naver.com
근무환경
팀지원업무 : 
공문서 수발신 및 일반 문서 작성, 통신비 및 비품신청, MRO관리 등, 일반 탕비 업무
근무지역 : 서울시 강서구 양천로 583 B동 1709호 서부추진사업소

근무조건
※ 근무간 휴식시간 및 장소 보장되어 있으며 업무강도가 강하지 않음
- 월급여 : 2,427,260만원(상여금 100% 별도=1년만근시)
- 08:30 ~ 17:30 (주5일 근무, 연장근무 없슴)

* 식사제공
- 퇴직금 별도 (매년 평가에 의한 연봉인상)
※ 고용형태 : 파견직 근무(1+1년)

- 복리후생 : 4대보험, 퇴직금, 연차의무 사용



지원문의
- 담당자 : 010-3743-3236
접수기간 및 방법
마감일 : 우선지원자 채용시 마감 (서류마감일 2.12.수요일 오후22:00시) / 입사예정일 2.20일 
이력서양식 : 사람인 온라인 이력서 양식 OR 개인 파일로 된 이력서
지원방법
- E-Mail : messenger57@naver.com
- 서류전형 후 면접 개별통보
※ 수시개별 면접진행이며, 채용완료시 접수마감일 관계없이 채용공고 마감함
제출서류
이력서
최종합격 후 등본, 우리은행 통장사본 제출
기타 유의사항
허위사실이 발견될 경우 채용이 취소될 수 있습니다.","['https://www.saraminimage.co.kr/?url=http://img.jobkorea.kr/trans/c/200x80/a/e/JK_Co_aee4042.png', 'https://www.saraminimage.co.kr/?url=http://file1.jobkorea.co.kr/Mng/2017/3/aee4042_0302_01.png']"
rec-50220402,아카라라이프(주),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=aGRuZm1zUzd6T3IzeXA4RHFkZ0FnZz09,[아카라라이프] B2B 기술영업 모집 (경력 3년-10년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50220402,"['솔루션', 'IoT', 'S/W', '기술영업', '영업직']","[아카라라이프] B2B 기술영업 모집
   2019년 설립된 아카라라이프는 AIoT 기술을 활용하여 일상의 공간을
더 안전하고, 건강하며, 편리하게 만들기 위해 노력하고 있습니다.

글로벌 No.1 AIoT 기업 Aqara와 합작하여 국내 고객들에게 차별화된
맞춤형 솔루션과 디바이스를 제공하며 한국 AIoT 시장의 미래를 이끌어 갑니다.

스마트 홈&오피스 AIoT 분야에서 ""삼성전자의 전략적 파트너""인 아카라라이프에서 패기있고 도전적인 프로페셔널한 B2B 기술영업 전문가를 모십니다.

아카라는 애플 홈킷을 지원하는 디바이스를 가장 많이 보유한 브랜드입니다.
애플스토어에서도 판매되는 최고의 성능과 품질은 지닌 제품(디바이스, 서비스)을 바탕으로
궁극의 IoT세계를 구현하고자 하는 아카라라이프에서
귀하의 역량을 맘껏 펼치시고 유니콘 기업으로 성장하는데 주역이 되시기 바랍니다.
  모집부문 및 상세내용
모집부문 상세내용
B2B 기술영업
(3년~10년)

1. 담당업무 : B2B 신규 프로젝트 발굴 및 진행
 ㆍ매출 목표 수립, 방안 설정, 매출 목표 달성 관리  
 ㆍ신규 시장 개척 및 신규 고객 발굴 
 ㆍ신규 시장 및 고객 사업 전략 수립
 ㆍB2B 엔터프라이즈 고객 발굴 및 사업 제안
 ㆍ사업 ROI, BEP 관리 

2. 지원자격
ㆍ유관업무 3년~10년 경력이 있으신 분
ㆍIT 관련 제품/솔루션 판매 및 목표 달성 경험이 있으신 분


ㆍIoT 솔루션 B2B 영업 경험이 있으신 분
ㆍ유관 조직과의 커뮤니케이션 및 협업 수행 능력 보유

3. 우대사항
ㆍ서버/클라우드/영상장비/소형가전 영업 경험
ㆍPM/PO경험
ㆍ전투적인 매출 목표의식
Why
Aqara Life?

※ Why Aqara Korea
ㆍIoT 산업의 무한 성장잠재력 및 비약적인 매출 성장
    - 창업 3년만에 기업가치 1,000억원으로 약 256억원 투자 유치
    - 아카라라이프 설립 2년만에 연간 매출 100억 달성
ㆍ상장(IPO)까지의 도전적이고 드라마틱한 여정 (3년 내 IPO 계획)
ㆍ매력적인 고객 및 파트너
    (애플, 삼성전자, LGU+, 통신사업자/글로벌 가전회사/건설회사 등)
ㆍ글로벌 확장성, 뛰어난 개발 및 제조 경쟁력
ㆍ홈IoT에서 보안이 가장 까다로운 애플홈킷 호환 제품 최대 보유
ㆍ협력하는 분위기의 동료들과 팀웍
ㆍ사통팔달의 활기찬 IT 요충지에 위치한 일터 (강남역)
ㆍ창업자의 성공 신화, 역량과 통찰력 (하기 링크 기사 참조)
  * 한겨레 : 시골남자 코스닥 입성기 ` 성공비결은 역지사지`

※ 주요 기사 : 홈페이지 참고 (바로가기)
ㆍ(2025년 2월) 아카라라이프, 스마트홈 쇼룸 강남에 오픈 - 머니투데이
ㆍ(2024년 10월) 머니투데이: 아카라라프, 홈 앱으로 테슬라(Tesla) 차량 제어 기능 지원
ㆍ(2024년 7월) 이투데이 : 삼성물산 ‘홈닉’으로 집안 IoT 한손에…아카라라이프와 맞손
ㆍ(2024년 4월) 머니데이 : 삼성전자 홈 앱으로 방문객 모니터링..’스마트싱스 도어락’ 서비스 출시
ㆍ(2024년 1월) 매일경제 : 마이워크스페이스-아카라라이프, AIoT 기반 공유 오피스 문인화 시스템 공개
ㆍ(2023년 11월) 매일경제 : 아카라라이프, ‘애플 홈’ 연동 ‘스마트 도어락 K100’ 출시
ㆍ(2022년 10월) 매일경제 : 사물인터넷 스타트업 아카라코리아, 256억 투자유치
ㆍ(2022년 4월) 매일경제 : 아카라코리아, 삼성전자와 전략적 사업 협력 계약 체결
ㆍ(2021년 9월) 조선IT : 임베디드SW 전설 김현철 대표 ""애플 입성 다음 목표는 IPO""
ㆍ(2021년 8월) 동아일보 : 아카라코리아, 스마트홈 제품 애플 온라인스토어에 입점
근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무일시 : 주 5일(월~금) 08:00 ~ 17:00
전형절차
서류전형
1차면접
2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : ~ 2025년 3월 17일 (월)
* 수시 면접으로 조기 마감될 수 있습니다. 
ㆍ 접수방법 : 사람인 입사지원 
ㆍ 이력서양식 : 사람인 이력서 or 자유양식
ㆍ 제출서류 : 이력서 및 자기소개서 (포트폴리오 첨부시 우대)
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/talent5.png']
