id,기업링크,공고제목,공고링크,태그,공고내용,공고내용이미지url,refined_content
rec-50214647,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=K3RDdnNmZnowdHpDc2Jib2prTlhrUT09,중견그룹 세무/자금 전문가 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214647,"['법인세신고', '세무회계', '자금관리', '재무회계']","중견그룹 세무/자금 전문가 모집
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
재무기획 01명
지원자격
ㆍ경력 : 경력 10년 ~ 14년
근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무지역 : (04213) 서울 마포구 마포대로 50(공덕동) - 서울 5호선 공덕 에서 100m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 17시 ~ 2025년 4월 10일 (목) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",,"[채용 공고 내용]  
채용인원: 01명  
학력: 대졸 이상 (4년)  
근무형태: 정규직  
근무일시: 정보 없음  
근무지역: (04213) 서울 마포구 마포대로 50(공덕동) - 서울 5호선 공덕 에서 100m 이내  
전형절차: 서류전형 -> 1차면접 -> 최종합격  
접수기간: 2025년 3월 11일 (화) 17시 ~ 2025년 4월 10일 (목) 24시  
접수방법: 사람인 입사지원  
이력서양식: 사람인 온라인 이력서  

[채용 공고 주요 내용]  
- 주요 업무: 정보 없음  
- 자격 요건: 경력 10년 ~ 14년  
- 우대 사항: 정보 없음  "
rec-50214649,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=TnlJb1JXTktnTG9jczBGWWkxWFc5dz09,[은평천사원]  생활지도원 / 육아휴직 대체 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214649,['사회복지사'],,['https://pds.saramin.co.kr/recruit/recruit/202503/11/ssy92j90_xaok-1medrl3_recruit.jpg'],"[채용 공고 내용]  
채용인원: 정보 없음  
학력: 정보 없음  
근무형태: 정보 없음  
근무일시: 정보 없음  
근무지역: 정보 없음  
전형절차: 정보 없음  
접수기간: 정보 없음  
접수방법: 정보 없음  
이력서양식: 정보 없음  

[채용 공고 주요 내용]  
- 주요 업무: 정보 없음  
- 자격 요건: 정보 없음  
- 우대 사항: 정보 없음  "
rec-50214652,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=cExIT1BYSlhYZmh6N21WMi9zK2cxQT09,"delphi,oracle 개발자 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214652,"['백엔드/서버개발', '유지보수', 'S/W']","delphi,oracle 개발자 모집
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (2,3년)
delphi/oracle 개발자 1명
지원자격
ㆍ경력 : 경력 3년 ~ 5년
근무조건
ㆍ 근무형태 : 정규직, 계약직
ㆍ 근무일시 : 09:00~18:00
ㆍ 근무지역 : (08389) 서울 구로구 디지털로 272 한신아이티타워(구로동) - 서울 2호선 구로디지털단지 에서 800m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 16시 ~ 2025년 3월 25일 (화) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",,"[채용 공고 내용]
채용인원: 1명  
학력: 대졸 이상 (2,3년)  
근무형태: 정규직, 계약직  
근무일시: 09:00 ~ 18:00  
근무지역: (08389) 서울 구로구 디지털로 272 한신아이티타워(구로동) - 서울 2호선 구로디지털단지에서 800m 이내  
전형절차: 서류전형 -> 1차면접 -> 최종합격  
접수기간: 2025년 3월 11일 (화) 16시 ~ 2025년 3월 25일 (화) 24시  
접수방법: 사람인 입사지원  
이력서양식: 사람인 온라인 이력서  

[채용 공고 주요 내용]
- 주요 업무: delphi, oracle 개발  
- 자격 요건: 경력 3년 ~ 5년  
- 우대 사항: 정보 없음  "
rec-50214662,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=eDdBcTRMZXhaTWpocGNsNnpWcng5UT09,2025년 지오코칭 교육운영팀 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214662,['교육운영'],"[채용공고] 교육운영팀 신입·경력직 채용 (2명)
📢 교육운영팀에서 함께할 인재를 모집합니다!

교육 프로그램 기획 및 운영을 담당할 열정적인 인재를 찾습니다.

지오코칭 홈페이지👉

📌 모집 부문 및 인원
모집 부문: 교육운영팀
모집 인원: 2명 (신입 및 경력)
고용 형태: 정규직 (수습 3개월)

📝 주요 업무
교육 프로그램 기획 및 운영
강사 및 수강생 관리
교육 일정 및 운영 지원
교육 콘텐츠 기획 및 자료 제작
교육 관련 행정 및 보고 업무
정부 시스템 이나라도움 집행관리
청년인턴 사업 및 희망리턴패키지 사업

🔍 자격 요건 및 우대 사항
✅ 자격 요건
학력: 무관
신입 및 경력 지원 가능
원활한 커뮤니케이션 및 문서 작성 능력 보유자

⭐ 우대 사항
교육 기획 및 운영 경험자
MS Office(엑셀, PPT) 및 온라인 교육 플랫폼 활용 가능자
평생교육사, HRD 관련 자격증, 직업상담사 소지자

💼 근무 조건
근무지: (회사명) 본사 
근무 시간: 주 5일 (월~금) 09:00 ~ 18:00
급여: 회사 내규에 따름 (경력 및 능력에 따라 협의)
복리후생:
4대 보험 및 퇴직금
자유로운 연차 및 휴가 제도
자유복장

📌 전형 절차
1️⃣ 서류 접수 → 2️⃣ 면접 전형(1차/2차) → 3️⃣ 최종 합격
        - 면접 지원자 개별 연락 후 진행
🕒 접수 기간: 25년 3월 11일 ~ 25년 3월 31일 (마감일 기재)

📩 지원 방법: 사람인 지원
📎 제출 서류: 이력서 및 자기소개서 (자유 형식, PDF 또는 한글 파일)

📞 문의 사항
담당자: 교육운영팀
연락처: 02-2275-2558
이메일: gio@giocc.co.kr

🚀 교육운영팀과 함께 성장할 인재들의 많은 지원 바랍니다! 🚀",,"[채용 공고 내용]
채용인원: 2명 (신입 및 경력)
학력: 무관
근무형태: 정규직 (수습 3개월)
근무일시: 주 5일 (월~금) 09:00 ~ 18:00
근무지역: (회사명) 본사
전형절차: 서류 접수 → 면접 전형(1차/2차) → 최종 합격
접수기간: 25년 3월 11일 ~ 25년 3월 31일
접수방법: 사람인 지원
이력서양식: 자유 형식의 이력서 및 자기소개서 (PDF 또는 한글 파일)

[채용 공고 주요 내용]
- 주요 업무: 교육 프로그램 기획 및 운영, 강사 및 수강생 관리, 교육 일정 및 운영 지원, 교육 콘텐츠 기획 및 자료 제작, 교육 관련 행정 및 보고 업무, 정부 시스템 이나라도움 집행관리, 청년인턴 사업 및 희망리턴패키지 사업
- 자격 요건: 학력 무관, 신입 및 경력 지원 가능, 원활한 커뮤니케이션 및 문서 작성 능력 보유자
- 우대 사항: 교육 기획 및 운영 경험자, MS Office(엑셀, PPT) 및 온라인 교육 플랫폼 활용 가능자, 평생교육사, HRD 관련 자격증, 직업상담사 소지자"
rec-50214680,,[외국계] 의료기기사의 해외영업 본부장 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214680,"['의료기기영업', '해외영업']","[담당업무]
- 자사 주요제품 해외영업 전략
- 해외 시장분석 및 해외 고객사/대리점 관리 (딜러영업)
- 해외학회 참석 및 최신기술 동향 파악
- 조직관리(APEC, EMEA, 중남미)

[자격요건]
대졸 이상
의료기기 및 소비재 업종 PM 경험
비지니스 영어 가능자 (원어민 수준)
조직관리 경험자

[우대요건]
미용 의료기기 동종업계 경험자



지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
커리어앤스카우트는 국제 표준 기구에서 규정한 ISO 9001 품질경영 인증 헤드헌팅 전문기업입니다.
커리어앤스카우트 헤드헌팅은 검증된 후보자를 추천하는 것으로 공채 지원보다 유리합니다.
타 서치펌을 통한 추천 및 자체 입사지원을 하셨다면 반드시 커리어앤스카우트에 알려주시길 바랍니다.
허위 사실 기재시 채용 취소 및 민, 형사상 손해배상의 모든 책임은 지원자에게 있음을 알려드립니다.
지원 의사가 없더라도 최신 이력을 보내주시면 시스템 등록 후 추후 포지션 발생시 연락드리겠습니다.
기업 채용 의뢰는 메일 ty@cnscout.co.kr로 문의주시기 바랍니다.
함께하기 위한 방법
접수기간 : 2025년 03월 11일 (화)17시 00분 ~ 2025년 04월 10일 (목) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
임원면접
최종합격",,"[채용 공고 내용]  
채용인원: 정보 없음  
학력: 대졸 이상  
근무형태: 정보 없음  
근무일시: 정보 없음  
근무지역: 정보 없음  
전형절차: 서류전형 -> 1차면접 -> 임원면접 -> 최종합격  
접수기간: 2025년 03월 11일 (화) 17시 00분 ~ 2025년 04월 10일 (목) 23시 59분  
접수방법: 사람인 입사지원  
이력서양식: 사람인 이력서 양식  

[채용 공고 주요 내용]  
- 주요 업무:  
  - 자사 주요제품 해외영업 전략  
  - 해외 시장분석 및 해외 고객사/대리점 관리 (딜러영업)  
  - 해외학회 참석 및 최신기술 동향 파악  
  - 조직관리(APEC, EMEA, 중남미)  

- 자격 요건:  
  - 대졸 이상  
  - 의료기기 및 소비재 업종 PM 경험  
  - 비지니스 영어 가능자 (원어민 수준)  
  - 조직관리 경험자  

- 우대 사항:  
  - 미용 의료기기 동종업계 경험자  "
rec-50214687,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=RTZvME9rWW8wNDRvcC9TTlF3cFQ1Zz09,국내패션대기업ㅣ컨텐츠ㅣ영상포토ㅣ기획제작ㅣ콘텐츠마케팅,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214687,"['마케팅기획', '마케팅전략', '콘텐츠기획', '광고마케팅', '디지털마케팅']","⦿채용기업
   -근무회사: 국내 패션브랜드 기업
   -기업구분: 대기업/상장사
   -사업분야: 브랜드 제조 및 해외 브랜드 수입
   -위치: 서울


⦿모집부문 및 업무내용
부문
브랜드
담당업무
지원자격
콘텐츠
마케팅
스포츠
캐주얼
-콘텐츠 기획 및 제작
-콘텐츠 시안 작업 관리
-콘텐츠 촬영을 위한 컨텐츠 콘티 구성
-콘텐츠 방향성, 시안 수정 보완 검토
-경력 6~12년(대리과장급)
-패션 브랜드 디지털 컨텐츠(포토 위주) 제작 경력
-*포트폴리오 제출 필수
스포츠/
아웃도어
-브랜드 콘텐츠 기획 및 제작
-콘텐츠 퀄리티 컨트롤
-제작사 디렉팅 및 관리
-경력: 4~12년(대리과장급)
-*포트폴리오 제출 필수



⦿지원방법
  -이메일지원: oscar@5scar.kr
  -이메일 지원시, 메일 제목에 포지션명 기재
  -국문이력서 및 자기소개서(MS Word)
  -*영문이력서와 포트폴리오 제출은 해당 포지션에 한함


⦿기타사항
  -제출기한: 선착순 email 접수 분에 한합니다.
  -유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
  -*해당 포지션과 맞지 않더라도 가지고 계신 이력서 전달해 주시면, 확인 후 다른 유사한 포지션 추천 드리도록 하겠습니다.",,"[채용 공고 내용]  
채용인원: 정보 없음  
학력: 정보 없음  
근무형태: 정보 없음  
근무일시: 정보 없음  
근무지역: 서울  
전형절차: 정보 없음  
접수기간: 선착순 email 접수 분에 한함  
접수방법: 이메일 지원 (oscar@5scar.kr)  
이력서양식: 국문이력서 및 자기소개서 (MS Word), *영문이력서와 포트폴리오 제출은 해당 포지션에 한함  

[채용 공고 주요 내용]  
- 주요 업무:  
  - 브랜드 콘텐츠 기획 및 제작  
  - 콘텐츠 시안 작업 관리 및 촬영을 위한 콘티 구성  
  - 콘텐츠 방향성, 시안 수정 보완 검토  
  - 콘텐츠 퀄리티 컨트롤 및 제작사 디렉팅 및 관리  

- 자격 요건:  
  - 콘텐츠 마케팅: 경력 6~12년(대리과장급), 패션 브랜드 디지털 콘텐츠(포토 위주) 제작 경력, 포트폴리오 제출 필수  
  - 스포츠/아웃도어: 경력 4~12년(대리과장급), 포트폴리오 제출 필수  

- 우대 사항: 정보 없음  "
rec-50214695,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=eSsveTFsVkZxenNNdXBMWmRtTFZIQT09,(기본급+인센티브) 강남1층 부동산 매매/임대 신입직원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214695,"['영업직', '판매직', '부동산영업', '아웃바운드', '공인중개사']","중견그룹 제강전문업체 제강영업 전문가 모집
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
사업부장 01명
지원자격
ㆍ경력 : 경력 20년 이상
근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무지역 : (04027) 서울 마포구 양화로 110(합정동) - 서울 6호선 합정 에서 500m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 17시 ~ 2025년 4월 10일 (목) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",,"[채용 공고 내용]
채용인원: 사업부장 01명
학력: 대졸 이상 (4년)
근무형태: 정규직
근무일시: 정보 없음
근무지역: (04027) 서울 마포구 양화로 110(합정동) - 서울 6호선 합정 에서 500m 이내
전형절차: 서류전형 → 1차면접 → 최종합격
접수기간: 2025년 3월 11일 (화) 17시 ~ 2025년 4월 10일 (목) 24시
접수방법: 사람인 입사지원
이력서양식: 사람인 온라인 이력서

[채용 공고 주요 내용]
- 주요 업무: 정보 없음
- 자격 요건: 경력 20년 이상
- 우대 사항: 정보 없음"
rec-50214704,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=K3RDdnNmZnowdHpDc2Jib2prTlhrUT09,중견그룹 제강전문업체 제강영업 전문가 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214704,"['해외영업', '생산관리', '공장장']","Key Accountabilities (주요역할/책임)
업무 내용 

Strategic Sales & Development 
- 판매채널 구축 및 Key Account 개발 
- 시장 분석, 영업전략 수립 및 실행 관리 
- 신제품 개발 / 해외연계상품 소싱 

Sales Account Management 
- 담당 채널 DB관리 및 매출/손익 분석 
- Account Business Planning 및 Sales Forecast □    주요 업무
유통채널(리테일,단체급식,제조)관리
1.    유통 MD
-    온/오프 유통 채널 개척 및 Key Account 발굴
-    시장 분석, 영업 계획 수립 및 실행 관리
-    신제품 기획, 개발/해외 연계상품 소싱 관리
-    프로모션 수립/분석 관리
2.    영업관리
-    매출/손익 분석 및 영업 전략 수립
-    기존 거래처 관리 및 신규 거래처 발굴
-    Account Business Planning 및 Sales Forecast
-    B2C, B2B 커뮤니케이션


Job Requirements
l  자격 요건

유관 경력 8~20년
동종업계 경력 우대 (유통MD, 영업)
Café / 과채가공 / 계육 채널 中 유관 경험자
Ms Office 중급 이상
온라인 몰 운영 관리",,"[채용 공고 내용]
채용인원: 정보 없음
학력: 정보 없음
근무형태: 정보 없음
근무일시: 정보 없음
근무지역: 정보 없음
전형절차: 정보 없음
접수기간: 정보 없음
접수방법: 정보 없음
이력서양식: 정보 없음

[채용 공고 주요 내용]
- 주요 업무: 
  - 유통채널(리테일, 단체급식, 제조) 관리
  - 온/오프 유통 채널 개척 및 Key Account 발굴
  - 시장 분석, 영업 계획 수립 및 실행 관리
  - 신제품 기획, 개발/해외 연계상품 소싱 관리
  - 프로모션 수립/분석 관리
  - 매출/손익 분석 및 영업 전략 수립
  - 기존 거래처 관리 및 신규 거래처 발굴
  - Account Business Planning 및 Sales Forecast
  - B2C, B2B 커뮤니케이션

- 자격 요건:
  - 유관 경력 8~20년
  - 동종업계 경력 우대 (유통MD, 영업)
  - Café / 과채가공 / 계육 채널 中 유관 경험자
  - Ms Office 중급 이상
  - 온라인 몰 운영 관리

- 우대 사항: 정보 없음"
rec-50214708,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=ZmhtMEtmVDhhZzFrOHJxNVVzcVBQdz09,식품전략영업(과장~부장급)-글로벌 F&B 기업,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214708,"['영업관리', '영업지원', '영업직', '영업MD', '식품/음료영업']","업력 49년차 코스닥 상장사 HRSG 설계담당자
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (2,3년)
HRSG 설계 1명
[담당업무]
HRSG 기본 또는 상세설계
- Thermal Calculation
- P & I Diagram & Heat & Mass Balance Diagram
- HRSG Assembly 도면 및 상세 제작도면작성
- 부대설비 사양서 작성 및 구매관련 지원업무


[자격요건]
- 관련 경력 5년 이상
- HRSG 기본/상세 설계 프로젝트 수행 유경력자
- Auto CAD 사용 가능자

[우대사항]
가. 열설계 프로그램 운용경력 보유자
나. 구조설계 프로그램 운용경력 보유자
다. 기계, 화공 등 관련학과 전공자
나. 영어능력 우수자
근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무지역 : (06021) 서울 강남구 도산대로 317 호림아트센터 1빌딩(신사동) - 수인분당선 압구정로데오 에서 800m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 17시 ~ 2025년 4월 10일 (목) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",,"[채용 공고 내용]  
채용인원: 1명  
학력: 대졸 이상 (2,3년)  
근무형태: 정규직  
근무일시: 정보 없음  
근무지역: 서울 강남구 도산대로 317 호림아트센터 1빌딩(신사동), 수인분당선 압구정로데오 역에서 800m 이내  
전형절차: 서류전형, 1차면접, 최종합격  
접수기간: 2025년 3월 11일 (화) 17시 ~ 2025년 4월 10일 (목) 24시  
접수방법: 사람인 입사지원  
이력서양식: 사람인 온라인 이력서  

[채용 공고 주요 내용]  
- 주요 업무: HRSG 기본 또는 상세설계, Thermal Calculation, P & I Diagram & Heat & Mass Balance Diagram, HRSG Assembly 도면 및 상세 제작도면작성, 부대설비 사양서 작성 및 구매관련 지원업무  
- 자격 요건: 관련 경력 5년 이상, HRSG 기본/상세 설계 프로젝트 수행 유경력자, Auto CAD 사용 가능자  
- 우대 사항: 열설계 프로그램 운용경력 보유자, 구조설계 프로그램 운용경력 보유자, 기계/화공 등 관련학과 전공자, 영어능력 우수자  "
rec-50214714,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=MlovVzZ3N09laCtSbUU4bTR1YTdKQT09,업력 49년차 코스닥 상장사 HRSG 설계담당자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50214714,['기계설계'],"QA 테스터 모집(3년~5년/계약직)
서비스 소개
위버스브레인은 AI 기술과 동기부여 기능을 통해 학습 습관을 형성시키는 글로벌 AI 기업입니다.

ChatGPT, 보상형 에듀테크, 게이미피케이션 등 다양한 첨단 기술을 개발하여 교육 분야에 혁신을 불러오고 있습니다.
국내 최초로 실존 인물 기반의 원어민 AI와 화상 프리토킹 서비스를 선보이며, 영어회화 시장에 새로운 지평을 열어가고 있습니다.

지난 16년 동안 독보적인 콘텐츠와 혁신적인 서비스로 교육 시장을 선도해온 위버스브레인은 고객만족을 최우선으로 하여 안정적인 매출과 영업이익을 달성해왔습니다. 이제, 외국어 교육을 넘어 AI 기술을 통해 글로벌 인류에게 새로운 기회를 제공하며 한 발짝 더 나아가려 합니다. 

위버스브레인의 미래를 함께 만들어갈 열정적인 인재를 찾고 있습니다.
우리의 혁신적인 여정에 지금 동참하세요!
이 포지션의 AI 예상 면접 질문이 궁금하다면 점핏에서 확인해보세요!
모집부문 / 상세내용
사용 기술
QA
주요업무
• 자사 서비스의 기획, 개발 과정의 테스트 케이스 작성 및 실행
• 개별 프로젝트에 맞는 QA 프로세스 단계 별 시나리오 작성 및 업무 프로세스 고도화 
• 기능 요구사항 분석 및 테스트 케이스 설계
• 테스트 수행 및 결함 Report 작성
• 서비스 품질 개선 향상을 위한 테스트 고도화
• 이슈 분석 및 리스크 관리
자격요건
• 모바일 앱 및 웹 서비스 QA 경력 3~5년
• 앱 서비스 운영 과정에서 QA를 경험해보신 분
• WEB/APP 하이브리드 APP 특성 및 네트워크 환경에 대한 이해가 높으신 분
• 기획 및 디자인 문서를 통해 테스트 케이스 도출이 가능하신 분
• 서비스 품질 보증에 대한 책임감과 개선 의지를 가지신 분
• 이슈사항에 대한 분석과 재확인을 통해 서비스의 안정성을 높일 수 있는 분
우대사항
• 개발 프로세스에 대한 이해가 있으신 분
• 구축 및 운영 프로젝트 참여 경력이 있으신 분
마감일 및 근무지
• 마감일 : ~2025-04-09
• 근무지
- 서울 구로구 디지털로30길 28, 9층
복지 및 혜택
• 중식제공 - 구디역 최고 맛집 구내식당 중식 제공, 야근 시 석식 제공
• 보험 - 4대보험(국민연금, 고용보험, 산재보험, 건강보험), 퇴직연금
• 간식 - 탕비실 내 에스프레소 머신에서 카페인 충전, 시즌별 특별 간식 제공
• 자유복장 - 업무는 편하고 효율적으로
• 휴가제도 - 정기휴가, 경조 휴가제, 근로자의 날, 대체공휴일 휴무
• 선물 - 각종 경조사 및 명절 선물 지급
• 휴게실 - 남, 녀 휴게실, 안마의자 완비
• 근무환경 - 공기청정기, 무선인터넷, 화장실 비데 등 직원들을 위한 근무 환경
• 회사 분위기 - 인재육성 중시, 자유롭고 수평적인 분위기
채용절차 및 기타 지원 유의사항
• 채용절차 : 서류전형 - 면접전형 - 최종합격
• 채용형태 : 정규직 (수습기간 3개월)
• 급여조건 : 연봉제, 회사내규에 따름
• 근무시간 : 09:30~18:30",['https://cdn.jumpit.co.kr/images/stacks/noStack.png'],"[채용 공고 내용]  
채용인원: 정보 없음  
학력: 정보 없음  
근무형태: 계약직  
근무일시: 09:30~18:30  
근무지역: 서울 구로구 디지털로30길 28, 9층  
전형절차: 서류전형 - 면접전형 - 최종합격  
접수기간: ~2025-04-09  
접수방법: 정보 없음  
이력서양식: 정보 없음  

[채용 공고 주요 내용]  
- 주요 업무:  
  • 자사 서비스의 기획, 개발 과정의 테스트 케이스 작성 및 실행  
  • 개별 프로젝트에 맞는 QA 프로세스 단계 별 시나리오 작성 및 업무 프로세스 고도화  
  • 기능 요구사항 분석 및 테스트 케이스 설계  
  • 테스트 수행 및 결함 Report 작성  
  • 서비스 품질 개선 향상을 위한 테스트 고도화  
  • 이슈 분석 및 리스크 관리  

- 자격 요건:  
  • 모바일 앱 및 웹 서비스 QA 경력 3~5년  
  • 앱 서비스 운영 과정에서 QA를 경험해보신 분  
  • WEB/APP 하이브리드 APP 특성 및 네트워크 환경에 대한 이해가 높으신 분  
  • 기획 및 디자인 문서를 통해 테스트 케이스 도출이 가능하신 분  
  • 서비스 품질 보증에 대한 책임감과 개선 의지를 가지신 분  
  • 이슈사항에 대한 분석과 재확인을 통해 서비스의 안정성을 높일 수 있는 분  

- 우대 사항:  
  • 개발 프로세스에 대한 이해가 있으신 분  
  • 구축 및 운영 프로젝트 참여 경력이 있으신 분  "
