id,기업명,기업링크,공고제목,공고링크,태그,경력,학력,근무형태,급여,근무지역,지원시작일,지원마감일,지원방법,접수양식,담당자,연락처,refined_content_revised
rec-50310458,"
그레이스앤파트너스(주)
관심기업 등록 헤드헌팅
",,DDI Analog 설계/(3년 이상~ ) - 반도체 대기업,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310458,"['반도체설계', '반도체']",,대졸(4년제) 이상,정규직,면접 후 결정,서울 강남구,2025.03.22 17:00,2025.04.21 23:59,사람인 입사지원,사람인 이력서 양식,임화영 이사 (헤드헌팅사업부),010-7565-8488,"[채용 공고 내용]  
채용인원: 0명   
근무형태: 정규직   
근무일시: 해당 사항 없음   
근무지역: (06150) 서울 강남구 선릉로 513 APEXTOWER(역삼동)   
전형절차: 서류전형 → 1차면접 → 최종합격   
접수방법: 사람인 입사지원   

[채용 공고 주요 내용]  
- 주요 업무: DDI Analog 설계 (Mobile 및 대형 제품군 관련 Power Design, Source Driver Design)   
- 자격 요건: 학력 - 4년 학사 이상, 전기/전자 유관, 경력 - DDI제품 IC설계 경력 3년 이상   
- 우대 사항: Mobile 또는 LDDI용 Display IC 제품 양산 경험, Matlab 이용 Frequency domain Analysis 가능   

[그 외]  
- 그 외 정보:   
  - 모집부문: DDI Analog 설계 (모집부문에 대한 설명)  
  - 연봉: 매우 흡족하게 협의 (역량 우수 하신분만)   
  - 문의: 010-7565-8488, lhy@gracenpartners.com   
  - 접수기간: 2025년 3월 22일 (토) 17시 ~ 2025년 4월 21일 (월) 24시   
  - 이력서 양식: 사람인 온라인 이력서   
  - 유의사항: 입사지원 서류에 허위사실 발견 시 채용 취소 가능  "
rec-50310974,(주)모닝인,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=SDV6U0FjeWJRUE5VVko4SHkyWVZDdz09,[대기업 건설사 / 마곡]현장사무 및 회계가능자(엑셀),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310974,"['경리사무원', '회계사무실', '사무직', '사무보조', '사무행정']",,대졸(4년제) 이상,계약직 2년,월급 230 만원 (주 40시간),서울 강서구,2025.03.23 10:00,2025.03.28 23:59,사람인 입사지원,사람인 이력서 양식,김경화 (서치팀),010-9141-9449,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 계약직  
근무일시: 월~금, 09:00~18:00  
근무지역: 서울 강서구 마곡동 752 방화대성주유소 인근  
전형절차: 서류전형 → 1차면접 → 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]  
- 주요 업무: 현장 사무보조 업무  
- 자격 요건: 학력 무관  
- 우대 사항: 엑셀 가능자  

[그 외]  
- 그 외 정보:  
  - 근무기간: 2025년 02월 ~ 2027년 02월 (24개월), 연장 가능  
  - 근로시간: 주 5일, 09:00 ~ 18:00  
  - 휴게시간: 12:00~13:00 (1h)  
  - 급여: 월 230만원, 식사 제공  
  - 계약법인: (주)금강주택  
  - 채용 시 유의사항: 입사지원 서류에 허위사실 발견 시 채용 취소 가능  "
rec-50305725,농협은행(주),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=U2duVHpKK0Zpb2o4UnBQaEtBOW5Rdz09,NH농협은행 영상콘텐츠 제작 담당자(일반계약직) 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50305725,"['영상디자이너', '영상자막', '영상제작', '영상편집', '애프터이펙트']",무관(신입포함),대졸(4년제) 이상,계약직 1년,면접 후 결정,서울 중구,2025.03.21 17:00,2025.03.30 23:59,홈페이지 지원,자유양식 제출서류 보기,원정호,02-2080-7722,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 계약직  
근무일시: 해당 사항 없음  
근무지역: 서울 중구 통일로 120 농협은행 신관 12층 영업채널전략부  
전형절차: 서류전형 → 1차면접 → 신체검사 → 최종합격  
접수방법: 사람인 입사지원, 홈페이지 지원  

[채용 공고 주요 내용]  
- 주요 업무: 마케팅 영상콘텐츠 제작  
- 자격 요건: 학력 무관, 경력 무관 (신입도 지원 가능)  
- 우대 사항: 해당 사항 없음  

[그 외]  
- 그 외 정보:  
  - 접수기간: 2025년 3월 21일 (금) 17시 ~ 2025년 3월 30일 (일) 24시  
  - 이력서양식: 사람인 온라인 이력서  
  - 제출서류: 홈페이지 참조  
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있음.  "
rec-50306109,(주)거목산업,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=MnRnM0Y2MmtqWFRMY1dCcGE4WjRWZz09,전기.소방.통신) 현장시공팀 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306109,"['공무', '내선전공', '전기기사', '소방/방재']",,대졸(4년제) 이상,"계약직 1년, 정규직 전환 가능",면접 후 결정,서울 노원구,2025.03.21 17:00,,사람인 입사지원,사람인 이력서 양식 제출서류 보기,인사담당자 (경영지원팀),,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 계약직 (정규직 전환 가능)  
근무일시: 08:00~17:00  
근무지역: 서울 노원구 한글비석로1길 61 수림빌딩(하계동)  
전형절차: 서류전형 → 1차면접 → 임원면접 → 전형절차 합격 통지  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]  
- 주요 업무: 관내 보안등 등 보수공사, 착준공 관련 전반적인 공무업무  
- 자격 요건: 신입/경력 1년 이상  
- 우대 사항: 해당 사항 없음  

[그 외]  
- 그 외 정보:  
  - 학력: 무관  
  - 접수기간: 2025년 3월 21일 (금) 17시 ~ 채용시  
  - 이력서 양식: 사람인 온라인 이력서  
  - 제출서류: 이력서, 자기소개서, 최종합격 후 졸업증명서, 최종학교 전 학년 성적 증명서, 공인시험 및 기타 자격증 사본(소지자에 한함), 취업보호대상증명서(대상자에 한함) 제출  
  - 유의사항: 전형절차에 합격한 자는 인사규정에 구비한 서류 제출 및 근로계약서 체결로 채용 확정. 허위사실 발견 시 채용 취소 가능. 근무지는 최초 명시된 것이며, 추후 일부 변경될 수 있음.  "
rec-50310355,(주)스카우트플랜,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=ZU5Vc0tIVVd6UnJDNHFwd3hYTUh0dz09,서버 솔루션 기술영업 (임원급/ 영어 필수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310355,"['솔루션기술영업', 'IT영업']",무관(신입포함),대졸(4년제) 이상(예정자 가능),"계약직 2년, 정규직 전환 가능",면접 후 결정,서울 영등포구,2025.03.22 16:00,2025.04.02 23:59,사람인 입사지원,사람인 이력서 양식,곽호영,010-2463-8565,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 계약직(정규직 전환 가능)  
직급:   
근무일시: 해당 사항 없음  
근무지역: 서울 영등포구  
전형절차: 서류전형 → 1차면접 → 2차면접 → 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]  
- 주요 업무: 서버 솔루션 기술영업  
- 자격 요건: 대졸 이상, 경력 10년 ~ 20년(이사, 임원, 매니저급), 영어 필수  
- 우대 사항: 해당 사항 없음  

[그 외]  
- 그 외 정보:  
  - 접수기간: 2025년 3월 22일 (토) 16시 ~ 2025년 4월 2일 (수) 24시  
  - 이력서 양식: 사람인 온라인 이력서  
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후에도 채용이 취소될 수 있음.  "
rec-50311085,리드인독서논술약수교습소,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dHlET3prVmljSnBqMm5KTkdPWUp4dz09,리드인독서논술국어학원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50311085,"['학원강사', '글쓰기첨삭', '리드인독서논술', '공필왕초중국사과역', '리드인독서논술코칭']",,"대졸(4년제) 이상 대학3,4년재학생 또는 4년졸업예정자","아르바이트, 프리랜서, 파트","시급 15,000 원",서울 중구,2025.03.23 12:00,2025.05.22 23:59,사람인 입사지원,사람인 이력서 양식,,,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 아르바이트, 프리랜서  
근무일시: 해당 사항 없음  
근무지역: 서울 중구 다산로 137   
전형절차: 서류전형 → 1차면접 → 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]  
- 주요 업무: 리드인독서논술지도, 공필왕교과학습지도  
- 자격 요건: 학력 무관, 경력 무관 (신입도 지원 가능)  
- 우대 사항: 해당 사항 없음  

[그 외]  
- 그 외 정보:  
  - 접수기간: 2025년 3월 23일 (일) 12시 ~ 2025년 5월 22일 (목) 24시  
  - 이력서 양식: 사람인 온라인 이력서  
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후에도 채용이 취소될 수 있음."
rec-50305829,(주)마켓디자이너스,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=YkY0Rk83MFcwK2pJaE5rVTBueDcrUT09,[재택] 전화 베트남어 내국인 강사 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50305829,"['원어민강사', '파트강사', '학원강사', '기업교육', '영어교재']",,고교졸업 이상,프리랜서,면접 후 결정,서울 강남구 (재택근무 가능),2025.03.21 17:00,2025.04.06 23:59,사람인 입사지원,사람인 이력서 양식,채용담당자,,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 재택  
근무일시: 수업 요일 주 2회, 1회 30분  
근무지역: 재택 근무  
전형절차: 서류전형 → 1차면접 → 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]  
- 주요 업무: 공기업 임직원 대상 1:1 전화 베트남어 수업  
- 자격 요건: 대졸 이상, 베트남어 강의 경력 2년 이상, 내국인 강사  
- 우대 사항: 해당 사항 없음  

[그 외]  
- 그 외 정보:  
  - 시작일: 2025년 4월 7일  
  - 종료일: 2025년 5월 30일  
  - 수업 내용: 기초 베트남어, 초급 레벨  
  - 접수기간: 채용시  
  - 이력서양식: 사람인 온라인 이력서  
  - 유의사항: 허위사실 발견시 채용 취소 가능  "
rec-50306436,(재)한국건설생활환경시험연구원,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=TnBRWXIrMGMvd2hNM2xKNEE3eDl1Zz09,한국건설생활환경시험연구원 전문계약직 모집(서울 가산),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306436,['연구원'],,석사졸업 이상,계약직 1년 - 기간제,면접 후 결정,서울 금천구,2025.03.21 18:00,2025.03.27 23:59,홈페이지 지원,당사홈페이지 양식제출서류 보기,,,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 전문계약직  
근무일시: 주 5일, 1일 8시간 내외  
근무지역: 서울 (가산)  
전형절차: 입사지원 → 서류전형 → 면접전형 → 인사위원회 → 최종합격  
접수방법: 연구원 양식 작성 후 메일 송부 (kclhr@kcl.re.kr)  

[채용 공고 주요 내용]  
- 주요 업무: 전기용품 KC안전인증 공장심사 및 일회성 안전인증, 비대면 공장심사 및 문서심사, 인증기관 업무지원 및 상담  
- 자격 요건: 학사 이상, ISO 심사원 또는 KS인증심사원, 전기용품 KC공장심사 유경험자  
- 우대 사항: KC 전기용품 비대면 인증심사 유경험자, 전기분야 KS 공장심사 유경험자, KS Q ISO/IEC 17065 운영실무 자격자  

[그 외]  
- 고용형태: 전문계약직 (연구원 내규에 따름)  
- 계약기간: 계약체결일로부터 1년간 (근무평가에 따라 연장 가능)  
- 급여수준: 연봉 약 4,120만원 (지원자의 경력에 따라 변경 가능)  
- 장애인 및 보훈대상자 우대  
- 제출 서류: 입사지원서, 건강보험 자격득실확인서 또는 국민연금 가입증명서  
- 접수기간: 2025. 03. 27.(목)까지  
- 이력서 허위 기재 시 합격 취소  
- 문의처: 인사노무팀 (Tel. 02-3415-8788)  
- 출근예정일: 2025년 04월 중 (합격자 개별 통보)  "
rec-50310476,한스컨설팅,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=Zkc5dWtSYXhYSURDVTd0c0tEMStVQT09,여의도 위치 대기업 계열 보험회사 플랫폼 서비스기획 과장급,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310476,"['데이터분석가', '데이터엔지니어', '경영기획', '기술기획', '브랜드기획']",,대졸(4년제) 이상,정규직,"연봉 8,500 만원 (주 40시간)",서울 영등포구,2025.03.22 17:00,,사람인 입사지원,사람인 이력서 양식,한용희 이사,02-566-7487,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 정규직  
근무일시: 09:00~18:00  
근무지역: (07345) 서울 영등포구 여의도동 60  
전형절차: 서류전형 → 1차면접 → 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]  
- 주요 업무: 보험 플랫폼 서비스기획 담당, insurance 가입, 청구, 계약 변경 온라인 구현, 보험 관련 제품 기획, 출시, 운영, 개선 관리 등  
- 자격 요건: 대졸 이상, 경력 7년 ~ 10년  
- 우대 사항: TOEIC 700급 이상, 인근 거주자, 해당직무 근무 경험  

[그 외]  
- 회사 소개:  
  - 1946년 설립, 국내 최초 생명 보험사, 대기업 계열사로 코스피 상장  
  - 작년 매출 33조, 인원수 2,640명  
  - 시세 확장에 따른 인력 충원  
- 급여: 8천5백-1억 / 인센티브 및 퇴직금 별도 / 자녀학자금 지원  
- 서류 전형 후 면접 2회 진행  
- 문의: TEDDY, Consultant in HANS CONSULTING  
  - Tel: 02-566-7487 / 010-5361-7487  
  - E-Mail: TEDDY@EHANSC.CO.KR  
- 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후 채용 취소 가능."
rec-50310221,한국영재교육학술원(주),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=ekJrVVdKdkR1bzVkRjFpd2hVTXZvZz09,[역삼역]KAGE영재교육학술원 강남본원- 과학 교사 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310221,"['공부방교사', '돌봄교사', '방문교사', '파트강사', '학원강사']",,학력무관,정규직,면접 후 결정,서울 강남구,2025.03.22 14:00,2025.04.05 23:59,사람인 입사지원,사람인 이력서 양식,인사담당자 (인사행정팀),02-2149-5553,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 정규직  
근무일시: 10:10-19:10  
근무지역: 역삼역  
전형절차: 서류전형 합격자에 한하여 개별 연락  
접수방법: 채용사이트 사람인 또는 이메일 접수  

[채용 공고 주요 내용]  
- 주요 업무: 영재 아동 수업 담당, 프로그램 연구 및 학부모 상담  
- 자격 요건: 4년제 대학 졸업(예정)자 이상, 졸업예정자 및 기졸업자, 토요일 근무 가능  
- 우대 사항: 해당 사항 없음  

[그 외]  
- 그 외 정보:  
  - 모집기간: 4월 5일(토)까지  
  - 제출서류: 이력서(사진포함, 연락처 게재), 자기소개서(A4 2매 내외), 졸업증명서, 성적증명서, 자격증사본(해당자에 한함)  
  - 복리후생: 국민연금, 고용보험, 산재보험, 건강보험, 주5일 근무, 연차, 장기근속자 포상, 퇴직금, 건강검진, 경조금, 경조휴가제  
  - 참고사항: 제출된 서류는 반환하지 않으며, 채용목적 외 사용하지 않음, 이력서 및 자기소개서는 본원 입사지원서 양식 추천  
  - 문의사항: 02-2149-5553  
  - 학술원 계열사: 사보이 그룹 - www.savoy.co.kr  "
rec-50306606,그가사랑하는순간,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=V2E5NS96SURYSGZwTitSOHh4WEFKQT09,[그가사랑하는순간] 웨딩스튜디오 메인 포토그래퍼 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306606,"['영상디자이너', '인플루언서', '작가', '크리에이터', '포토그래퍼']",,학력무관(예정자 가능),정규직 수습기간 3개월,면접 후 결정,서울 강남구,2025.03.21 19:00,2025.04.20 23:59,사람인 입사지원,사람인 이력서 양식,이홍규 (운영부),02-545-7338 / 010-8639-5737,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 정규직  
근무일시: 면접 후 결정 (10:30~19:30)  
근무지역: (06098) 서울 강남구 논현동 246-5 B1, 2 (서울 7호선 학동에서 500m 이내)  
전형절차: 서류전형 → 1차면접 → 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]  
- 주요 업무: 사진 작업 관리, 이미지 편집 및 보정, 촬영 기획 및 실행, 장비 유지 보수, 창의적 컨셉 개발  
- 자격 요건: 경력 (년수 무관)  
- 우대 사항: 예/체능계열, Adobe Photoshop, 전기기능사, 해당직무 근무 경험, MAC/편집 전문가, Spring 개발 경험, 포토샵 능숙자, 문서작성 우수자  

[그 외]  
- 그 외 정보:   
  - 학력: 무관  
  - 채용 공고 접수 기간: 2025년 3월 21일(금) 19시 ~ 2025년 4월 20일(일) 24시  
  - 이력서 양식: 사람인 온라인 이력서  
  - 유의사항: 입사지원 서류에 허위사실 발견 시 채용 취소 가능  "
rec-50311037,그가사랑하는순간,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=V2E5NS96SURYSGZwTitSOHh4WEFKQT09,[아테소] 웨딩스튜디오 인물보정/PhotoShop 경력,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50311037,"['일러스트레이터', '애프터이펙트', '일러스트', '프리미어', 'PhotoShop']",,학력무관,정규직,면접 후 결정,서울 강남구,2025.03.23 11:00,2025.04.22 23:59,사람인 입사지원,사람인 이력서 양식,이홍규 (운영부),02-545-7338,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 정규직  
근무일시: 면접 후 결정, 10:30-19:30  
근무지역: 서울 강남구 논현로 662 헤리츠타워(논현동), 서울 7호선 학동역에서 200m 이내  
전형절차: 서류전형 → 1차면접 → 2차면접 → 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]  
- 주요 업무: 창의적인 시각 표현, 고객 요구 분석, 프로젝트 관리 및 조율, 트렌드 조사 및 적용, 팀 협업 및 소통  
- 자격 요건: 경력 (년수 무관, 팀원, 팀장, 실장급)  
- 우대 사항: GTQ일러스트 1급, FrontEnd 개발 경험, 해당 직무 근무 경험, 포토샵 능숙자  

[그 외]  
- 그 외 정보:  
  - 접수기간: 2025년 3월 23일 (일) 11시 ~ 2025년 4월 22일 (화) 24시  
  - 이력서 양식: 사람인 온라인 이력서  
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있음."
rec-50306543,"
숨 수면센터
관심기업 등록 ",,수면다원검사 임상병리사 채용(숨수면의원 강남본원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306543,"['임상병리사', '기능검사', '가정의학과', '내과', '이비인후과']",신입·경력 2~15년,석사졸업 이상,정규직,면접 후 결정,서울 강남구,2025.03.21 18:00,2025.04.20 23:59,사람인 입사지원,사람인 이력서 양식,,,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 정규직  
근무일시: 주 3일(격일제) 19:00~07:00  
근무지역: (135-916) 서울 강남구 역삼동 681-17 숨빌딩 2~4층  
전형절차: 서류전형 → 1차면접 → 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]  
- 주요 업무: 수면다원검사  
- 자격 요건: 대졸 이상 (2,3년), 신입/경력 1년 ~ 5년  
- 우대 사항: 해당 사항 없음  

[그 외]  
- 그 외 정보:  
  - 접수기간: 2025년 3월 21일 (금) 18시 ~ 2025년 4월 20일 (일) 24시  
  - 이력서양식: 사람인 온라인 이력서  
  - 복지 및 근무환경: 주 3일 근무로 근무 시간이 길지 않고 업무 강도도 높지 않음. 입사 1년 후 보수교육비 지원, 간식 제공. 야간 근무 시 스트레스가 적음. 연장 근무 없음."
rec-50306085,미미미,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=aGFTNDhHWno2Nlp4MWtGcWRrYlJQZz09,미미미가든점  레스토랑 키친 매니저 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306085,"['조리사', '주방장', '주방', '요리사', '파티쉐']",무관(신입포함),대졸(4년제) 이상,정규직 수습기간 3개월,면접 후 결정,서울 강남구,2025.03.21 13:00,2025.04.20 23:59,사람인 입사지원,사람인 이력서 양식 제출서류 보기,,,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 정규직  
근무일시: 주 5일 (로테이션에 따른 스케줄 근무, 평균 9시간)  
근무지역: 해당 사항 없음  
전형절차: 면접 일정은 추후 통보  
접수방법: 해당 사항 없음  

[채용 공고 주요 내용]  
- 주요 업무: 키친파트 총괄, 직원 관리 및 인사, 메뉴 제조 및 교육, 원부재료 관리 및 발주, 주방 월말 작업  
- 자격 요건: 경력 1년 이상, 고졸 이상 또는 관련학과 전공자  
- 우대 사항: 양식 조리 경력 우대, 조리 자격증 우대, 이탈리안 레스토랑 경력 우대, 포트폴리오 소지자 제출  

[그 외]  
- 그 외 정보:  
  - 근무 시간:  
    - 오픈 10:00 ~ 20:00  
    - 미들 11:00 ~ 21:00  
    - 마감 12:00 ~ 22:00  
  - 휴무: 주 5일, 연차, 대체 휴무 제공  
  - 복지 조건: 4대 보험 적용, 연장 근로 수당 제공, 중식 제공  
  - 유의 사항: 허위 사실이 발견될 경우 채용이 취소될 수 있습니다.  "
rec-50305827,(주)오팬하우스,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=aUdFTlZ1NXlkdTVuWmNrL0w4SjROdz09,해외사업팀 일본저작권 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50305827,"['컴플라이언스', '특허명세사', '상표관리', '서류관리', '인/허가']",,학력무관,정규직,면접 후 결정,서울 강남구,2025.03.22 00:00,2025.04.20 23:59,입사지원,제출서류 보기,,,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 정규직  
근무일시: 주 5일 (월~금)  
근무지역: (06160) 서울 강남구 테헤란로 419 강남파이낸스플라자  
전형절차: 지원서 접수 (채용시 마감)  
접수방법: 사람인 온라인 입사지원  

[채용 공고 주요 내용]  
- 주요 업무: 일본 저작권(IP) 라이선싱 업무, 본사 및 국내외 파트너사 소통 및 협의, 상품기획 승인 및 계약 관리 등  
- 자격 요건: 경력 5년 이상, 출판업 및 IP 라이선싱 업무 유경험자, 일본 라이트노벨 및 만화에 대한 관심, 일본어 능통자(JLPT N1 이상, 비지니스 회화 가능자)  
- 우대 사항: 일본 만화 및 애니메이션을 즐기는 분, 주도적인 업무 수행 가능자, 컴퓨터 활용능력 우수자  

[그 외]  
- 그 외 정보:  
  - 조직소개: 종합 콘텐츠 기업으로 일본 최고의 글로벌 엔터테인먼트 기업 KADOKAWA와 함께 해외사업팀에서 일본 저작권 관련 업무를 담당  
  - 복리후생: 국민연금, 고용보험, 산재보험, 건강보험, 주 5일제, 경조휴가, 반차제도, 다양한 포상제도, 사내 외국어 강좌 운영, 유연한 근무 환경 및 자율복장 지원  
  - 기타사항: 입사지원 서류에 허위사실 발견 시, 채용이 취소될 수 있음.  "
rec-50310496,한스컨설팅,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=Zkc5dWtSYXhYSURDVTd0c0tEMStVQT09,"코스피 상장, 서초동 물류중견기업 영업관리 대리-과장급",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310496,"['영업관리', '영업지원', '포워더', '영업마케팅', '영업전략']",,대졸(4년제) 이상,정규직,"연봉 5,000 만원 (주 40시간)",서울 서초구,2025.03.22 17:00,,사람인 입사지원,사람인 이력서 양식,한용희 이사,02-566-7487,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 정규직  
근무일시: 주 5일 (월~금) 08:30~17:30  
근무지역: (06643) 서울 서초구 효령로 317 대한건축사협회(서초동)  
전형절차: 서류전형 → 1차 면접 → 최종 합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]  
- 주요 업무: 영업관리, Sales Toolkit 개발, Bid 정보관리, Key Account 및 사업별 수주/수익성 관리, 사업전략 수립 및 이행관리, 글로벌 사업개발 지원, 신규 사업/투자 타당성 검토, 부문별 회의체 운영 및 관리  
- 자격 요건: 대졸 이상, 경력 3년 ~ 10년  
- 우대 사항: 해당 직무 근무 경험, 인근 거주자  

[그 외]  
- 그 외 정보:  
  1. 회사 소개  
     - 1979년 설립, 육상화물운송 및 국제 운송 주선 전문 기업  
     - 코스피 상장사, 직원수 459명, 작년 매출 6,224억  
     - 주요 거래처: 한화그룹, 이마트24, 세븐일레븐, OB맥주, 디아지오, 헨켈, 한국인삼공사  
     - 화학 및 특수화물 전문 물류 기업  
      
  2. 급여: 5-6천만원 / 인센티브 및 퇴직금 별도 / 자녀학자금 지원  
      
  3. 이력서 양식: 워드파일로 작성된 국문 이력서 및 자기소개서  
      
  4. 유의사항: 입사지원 서류에 허위사실 발견 시 채용 취소 가능  "
rec-50305680,(주)트리플하이엠,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=T1JLcjJQVXVnVzJIK1hrQlBoWmZFZz09,[트리플하이엠] 디지털 마케팅 AE 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50305680,"['영업관리', '영업지원', '광고영업', '영업마케팅', '온라인마케팅']",신입·경력 5년 ↓,"대졸(2,3년제) 이상",정규직 수습기간 3개월,면접 후 결정,서울 금천구,2025.03.21 17:00,2025.04.20 23:59,사람인 입사지원,사람인 이력서 양식,인사팀,,"[채용 공고 내용]  
채용인원: 0명  
근무형태: 정규직  
근무일시: 주 5일 근무 (토/일, 공휴일 휴무)  
근무지역: 서울시 금천구 디지털로 121(에이스가산타워), 10층  
전형절차: 경력 검토 및 면접 전형  
접수방법: 해당 사항 없음  

[채용 공고 주요 내용]  
- 주요 업무: 네이버, 카카오 SA 및 DA 광고 관리 운영, 지마켓 및 11번가 커머스 광고 관리 운영, 광고 제안 및 레포팅, 시장 조사 및 경쟁사 분석  
- 자격 요건: 광고 대행사 AE 경력 2년 이상, SA, DA, 커머스 매체 및 상품 운영 가능  
- 우대 사항: 온라인 광고 자격증 보유, 광고 영업 실무 경력  

[그 외]  
- 그 외 정보: 경력에 따라 3개월의 시용기간이 적용될 수 있으며, 입사지원서에 허위 사실 기재 시 채용 취소 가능성 있음. 급여는 경력에 따라 협의, 서류전형 합격자에 한해 개별 연락.  
- 면접 시 세일즈 커리어 및 목표, 전략에 대한 준비 필요."
